,Height,Weight,Sport
123390,150.0,48.0,Gymnastics
123395,167.0,58.0,Gymnastics
123396,167.0,58.0,Gymnastics
123397,167.0,58.0,Gymnastics
123398,167.0,58.0,Gymnastics
123399,167.0,58.0,Gymnastics
123400,167.0,58.0,Gymnastics
123401,167.0,58.0,Gymnastics
123402,167.0,58.0,Gymnastics
123403,167.0,58.0,Gymnastics
123404,167.0,58.0,Gymnastics
123442,167.0,59.0,Gymnastics
123443,167.0,59.0,Gymnastics
123444,167.0,59.0,Gymnastics
123445,167.0,59.0,Gymnastics
123446,167.0,59.0,Gymnastics
123447,167.0,59.0,Gymnastics
123448,167.0,59.0,Gymnastics
123449,167.0,59.0,Gymnastics
123450,167.0,59.0,Gymnastics
123451,167.0,59.0,Gymnastics
123452,167.0,59.0,Gymnastics
123453,167.0,59.0,Gymnastics
123454,167.0,59.0,Gymnastics
123455,167.0,59.0,Gymnastics
123456,167.0,59.0,Gymnastics
123457,167.0,59.0,Gymnastics
123458,169.0,66.0,Gymnastics
123459,169.0,66.0,Gymnastics
123460,169.0,66.0,Gymnastics
123461,169.0,66.0,Gymnastics
123462,169.0,66.0,Gymnastics
123463,169.0,66.0,Gymnastics
123464,169.0,66.0,Gymnastics
123465,169.0,66.0,Gymnastics
123518,175.0,64.0,Gymnastics
123519,175.0,64.0,Gymnastics
123520,175.0,64.0,Gymnastics
123521,175.0,64.0,Gymnastics
123522,175.0,64.0,Gymnastics
123523,175.0,64.0,Gymnastics
123524,175.0,64.0,Gymnastics
123525,175.0,64.0,Gymnastics
123527,170.0,64.0,Gymnastics
123528,170.0,64.0,Gymnastics
123529,170.0,64.0,Gymnastics
123530,170.0,64.0,Gymnastics
123531,170.0,64.0,Gymnastics
123532,170.0,64.0,Gymnastics
123533,170.0,64.0,Gymnastics
123534,170.0,64.0,Gymnastics
123535,170.0,64.0,Gymnastics
123569,157.0,39.0,Gymnastics
123570,157.0,39.0,Gymnastics
123571,157.0,39.0,Gymnastics
123572,157.0,39.0,Gymnastics
123573,157.0,39.0,Gymnastics
123657,167.0,59.0,Gymnastics
123658,167.0,59.0,Gymnastics
123659,167.0,59.0,Gymnastics
123660,167.0,59.0,Gymnastics
123661,167.0,59.0,Gymnastics
123662,167.0,59.0,Gymnastics
123663,167.0,59.0,Gymnastics
123664,167.0,59.0,Gymnastics
123741,173.0,67.0,Gymnastics
123742,173.0,67.0,Gymnastics
123743,173.0,67.0,Gymnastics
123744,173.0,67.0,Gymnastics
123745,173.0,67.0,Gymnastics
123746,173.0,67.0,Gymnastics
123747,173.0,67.0,Gymnastics
123748,173.0,67.0,Gymnastics
123749,173.0,67.0,Gymnastics
123750,173.0,67.0,Gymnastics
123751,173.0,67.0,Gymnastics
123752,173.0,67.0,Gymnastics
123753,173.0,67.0,Gymnastics
123754,173.0,67.0,Gymnastics
123755,173.0,67.0,Gymnastics
123756,173.0,67.0,Gymnastics
123988,168.0,56.0,Gymnastics
123989,168.0,56.0,Gymnastics
123990,168.0,56.0,Gymnastics
123991,168.0,56.0,Gymnastics
123992,168.0,56.0,Gymnastics
123993,168.0,56.0,Gymnastics
123994,168.0,56.0,Gymnastics
123995,168.0,56.0,Gymnastics
123996,168.0,56.0,Gymnastics
123997,168.0,56.0,Gymnastics
123998,168.0,56.0,Gymnastics
123999,168.0,56.0,Gymnastics
124000,168.0,56.0,Gymnastics
124001,168.0,56.0,Gymnastics
124002,168.0,56.0,Gymnastics
124103,166.0,63.0,Gymnastics
124104,166.0,63.0,Gymnastics
124105,166.0,63.0,Gymnastics
124106,166.0,63.0,Gymnastics
124107,166.0,63.0,Gymnastics
124108,166.0,63.0,Gymnastics
124109,166.0,63.0,Gymnastics
124110,166.0,63.0,Gymnastics
124111,166.0,63.0,Gymnastics
124112,166.0,63.0,Gymnastics
124113,166.0,63.0,Gymnastics
124114,166.0,63.0,Gymnastics
124115,166.0,63.0,Gymnastics
124116,166.0,63.0,Gymnastics
124117,166.0,63.0,Gymnastics
124118,166.0,63.0,Gymnastics
124202,152.0,39.0,Gymnastics
124203,152.0,39.0,Gymnastics
124204,152.0,39.0,Gymnastics
124205,152.0,39.0,Gymnastics
124206,152.0,39.0,Gymnastics
124207,152.0,39.0,Gymnastics
124208,152.0,39.0,Gymnastics
124209,152.0,39.0,Gymnastics
124210,152.0,39.0,Gymnastics
124211,152.0,39.0,Gymnastics
124212,152.0,39.0,Gymnastics
124213,152.0,39.0,Gymnastics
124329,170.0,58.0,Gymnastics
124330,170.0,58.0,Gymnastics
124331,170.0,58.0,Gymnastics
124332,170.0,58.0,Gymnastics
124333,170.0,58.0,Gymnastics
124334,170.0,58.0,Gymnastics
124335,170.0,58.0,Gymnastics
124336,170.0,58.0,Gymnastics
124399,168.0,64.0,Gymnastics
124400,168.0,64.0,Gymnastics
124401,168.0,64.0,Gymnastics
124402,168.0,64.0,Gymnastics
124403,168.0,64.0,Gymnastics
124404,168.0,64.0,Gymnastics
124405,168.0,64.0,Gymnastics
124406,168.0,64.0,Gymnastics
124407,168.0,64.0,Gymnastics
124408,168.0,64.0,Gymnastics
124409,168.0,64.0,Gymnastics
124410,168.0,64.0,Gymnastics
124411,168.0,64.0,Gymnastics
124412,168.0,64.0,Gymnastics
124413,168.0,64.0,Gymnastics
124414,168.0,64.0,Gymnastics
124634,165.0,60.0,Gymnastics
124635,165.0,60.0,Gymnastics
124636,165.0,60.0,Gymnastics
124637,165.0,60.0,Gymnastics
124638,165.0,60.0,Gymnastics
124639,165.0,60.0,Gymnastics
124732,154.0,40.0,Gymnastics
124733,154.0,40.0,Gymnastics
124734,154.0,40.0,Gymnastics
124735,154.0,40.0,Gymnastics
124736,154.0,40.0,Gymnastics
124737,154.0,40.0,Gymnastics
124855,172.0,56.0,Gymnastics
124856,172.0,56.0,Gymnastics
124857,172.0,56.0,Gymnastics
124858,172.0,56.0,Gymnastics
124859,172.0,56.0,Gymnastics
124964,164.0,61.0,Gymnastics
124965,164.0,61.0,Gymnastics
124966,164.0,61.0,Gymnastics
124967,164.0,61.0,Gymnastics
124968,164.0,61.0,Gymnastics
124969,164.0,61.0,Gymnastics
124970,164.0,61.0,Gymnastics
124971,164.0,61.0,Gymnastics
124972,164.0,61.0,Gymnastics
124973,164.0,61.0,Gymnastics
124974,164.0,61.0,Gymnastics
124975,164.0,61.0,Gymnastics
124976,164.0,61.0,Gymnastics
124977,164.0,61.0,Gymnastics
124978,164.0,61.0,Gymnastics
124979,164.0,61.0,Gymnastics
124980,164.0,61.0,Gymnastics
124981,164.0,61.0,Gymnastics
124982,164.0,61.0,Gymnastics
124983,164.0,61.0,Gymnastics
124984,164.0,61.0,Gymnastics
124985,164.0,61.0,Gymnastics
124986,164.0,61.0,Gymnastics
124987,164.0,61.0,Gymnastics
125117,157.0,44.0,Gymnastics
125118,157.0,44.0,Gymnastics
125119,157.0,44.0,Gymnastics
125120,157.0,44.0,Gymnastics
125121,157.0,44.0,Gymnastics
125122,157.0,44.0,Gymnastics
125156,142.0,39.0,Gymnastics
125157,142.0,39.0,Gymnastics
125158,142.0,39.0,Gymnastics
125159,142.0,39.0,Gymnastics
125160,142.0,39.0,Gymnastics
125197,161.0,56.0,Gymnastics
125198,161.0,56.0,Gymnastics
125199,161.0,56.0,Gymnastics
125200,161.0,56.0,Gymnastics
125201,161.0,56.0,Gymnastics
125202,161.0,56.0,Gymnastics
125203,161.0,56.0,Gymnastics
125204,161.0,56.0,Gymnastics
125205,161.0,56.0,Gymnastics
125206,161.0,56.0,Gymnastics
125207,161.0,56.0,Gymnastics
125208,161.0,56.0,Gymnastics
125209,161.0,56.0,Gymnastics
125384,160.0,59.0,Gymnastics
125385,160.0,59.0,Gymnastics
125386,160.0,59.0,Gymnastics
125387,160.0,59.0,Gymnastics
125388,160.0,59.0,Gymnastics
125389,160.0,59.0,Gymnastics
125390,160.0,59.0,Gymnastics
125565,158.0,47.0,Gymnastics
125566,158.0,47.0,Gymnastics
125567,158.0,47.0,Gymnastics
125680,168.0,64.0,Gymnastics
125681,168.0,64.0,Gymnastics
125682,168.0,64.0,Gymnastics
125683,168.0,64.0,Gymnastics
125684,168.0,64.0,Gymnastics
125685,168.0,64.0,Gymnastics
125686,168.0,64.0,Gymnastics
125687,168.0,64.0,Gymnastics
125705,157.0,48.0,Gymnastics
125706,157.0,48.0,Gymnastics
125707,157.0,48.0,Gymnastics
125708,157.0,48.0,Gymnastics
125709,157.0,48.0,Gymnastics
125730,154.0,44.0,Gymnastics
125731,154.0,44.0,Gymnastics
125732,154.0,44.0,Gymnastics
125733,154.0,44.0,Gymnastics
125778,155.0,48.0,Gymnastics
125779,155.0,48.0,Gymnastics
125780,155.0,48.0,Gymnastics
125781,155.0,48.0,Gymnastics
125782,155.0,48.0,Gymnastics
125905,162.0,58.0,Gymnastics
125906,162.0,58.0,Gymnastics
125907,162.0,58.0,Gymnastics
125908,162.0,58.0,Gymnastics
125909,162.0,58.0,Gymnastics
125910,162.0,58.0,Gymnastics
125911,162.0,58.0,Gymnastics
125968,170.0,58.0,Gymnastics
125969,170.0,58.0,Gymnastics
125970,170.0,58.0,Gymnastics
125971,170.0,58.0,Gymnastics
125972,170.0,58.0,Gymnastics
125973,170.0,58.0,Gymnastics
125974,170.0,58.0,Gymnastics
125975,170.0,58.0,Gymnastics
125976,170.0,58.0,Gymnastics
125977,170.0,58.0,Gymnastics
125978,170.0,58.0,Gymnastics
125979,170.0,58.0,Gymnastics
125980,170.0,58.0,Gymnastics
125981,170.0,58.0,Gymnastics
125982,170.0,58.0,Gymnastics
125983,170.0,58.0,Gymnastics
126040,152.0,43.0,Gymnastics
126041,152.0,43.0,Gymnastics
126042,152.0,43.0,Gymnastics
126043,152.0,43.0,Gymnastics
126044,152.0,43.0,Gymnastics
126048,161.0,52.0,Gymnastics
126049,161.0,52.0,Gymnastics
126050,161.0,52.0,Gymnastics
126051,161.0,52.0,Gymnastics
126052,161.0,52.0,Gymnastics
126053,161.0,52.0,Gymnastics
126054,161.0,52.0,Gymnastics
126055,161.0,52.0,Gymnastics
126056,161.0,52.0,Gymnastics
126057,161.0,52.0,Gymnastics
126058,161.0,52.0,Gymnastics
126093,163.0,60.0,Gymnastics
126094,163.0,60.0,Gymnastics
126095,163.0,60.0,Gymnastics
126096,163.0,60.0,Gymnastics
126097,163.0,60.0,Gymnastics
126098,163.0,60.0,Gymnastics
126304,156.0,43.0,Gymnastics
126305,156.0,43.0,Gymnastics
126306,156.0,43.0,Gymnastics
126307,156.0,43.0,Gymnastics
126308,156.0,43.0,Gymnastics
126309,156.0,43.0,Gymnastics
126310,156.0,43.0,Gymnastics
126311,156.0,43.0,Gymnastics
126312,156.0,43.0,Gymnastics
126313,156.0,43.0,Gymnastics
126314,156.0,43.0,Gymnastics
126315,156.0,43.0,Gymnastics
126339,146.0,40.0,Gymnastics
126340,146.0,40.0,Gymnastics
126341,146.0,40.0,Gymnastics
126342,146.0,40.0,Gymnastics
126343,146.0,40.0,Gymnastics
126455,155.0,51.0,Gymnastics
126456,155.0,51.0,Gymnastics
126457,155.0,51.0,Gymnastics
126458,155.0,51.0,Gymnastics
126459,155.0,51.0,Gymnastics
126460,155.0,51.0,Gymnastics
126461,155.0,51.0,Gymnastics
126462,155.0,51.0,Gymnastics
126634,164.0,51.0,Gymnastics
126635,164.0,51.0,Gymnastics
126636,164.0,51.0,Gymnastics
126637,164.0,51.0,Gymnastics
126638,164.0,51.0,Gymnastics
126639,164.0,51.0,Gymnastics
126643,158.0,65.0,Gymnastics
126644,158.0,65.0,Gymnastics
126645,158.0,65.0,Gymnastics
126646,158.0,65.0,Gymnastics
126648,148.0,41.0,Gymnastics
126649,148.0,41.0,Gymnastics
126650,148.0,41.0,Gymnastics
126651,148.0,41.0,Gymnastics
126652,148.0,41.0,Gymnastics
126653,148.0,41.0,Gymnastics
126742,167.0,70.0,Gymnastics
126743,167.0,70.0,Gymnastics
126744,167.0,70.0,Gymnastics
126745,167.0,70.0,Gymnastics
126746,167.0,70.0,Gymnastics
126747,167.0,70.0,Gymnastics
126748,167.0,70.0,Gymnastics
126749,167.0,70.0,Gymnastics
126754,154.0,50.0,Gymnastics
126755,154.0,50.0,Gymnastics
126756,154.0,50.0,Gymnastics
126757,154.0,50.0,Gymnastics
126758,154.0,50.0,Gymnastics
126783,174.0,74.0,Gymnastics
126784,174.0,74.0,Gymnastics
126785,174.0,74.0,Gymnastics
126786,174.0,74.0,Gymnastics
126787,174.0,74.0,Gymnastics
126788,174.0,74.0,Gymnastics
126789,174.0,74.0,Gymnastics
126790,174.0,74.0,Gymnastics
127052,174.0,67.0,Gymnastics
127053,174.0,67.0,Gymnastics
127054,174.0,67.0,Gymnastics
127055,174.0,67.0,Gymnastics
127322,156.0,42.0,Gymnastics
127323,156.0,42.0,Gymnastics
127324,156.0,42.0,Gymnastics
127325,156.0,42.0,Gymnastics
127326,156.0,42.0,Gymnastics
127327,156.0,42.0,Gymnastics
127425,174.0,68.0,Gymnastics
127426,174.0,68.0,Gymnastics
127427,174.0,68.0,Gymnastics
127428,174.0,68.0,Gymnastics
127429,174.0,68.0,Gymnastics
127430,174.0,68.0,Gymnastics
127431,174.0,68.0,Gymnastics
127432,174.0,68.0,Gymnastics
127433,174.0,68.0,Gymnastics
127434,174.0,68.0,Gymnastics
127435,174.0,68.0,Gymnastics
127436,174.0,68.0,Gymnastics
127437,174.0,68.0,Gymnastics
127438,174.0,68.0,Gymnastics
127439,174.0,68.0,Gymnastics
127440,174.0,68.0,Gymnastics
127714,164.0,58.0,Gymnastics
127725,168.0,77.0,Gymnastics
127726,168.0,77.0,Gymnastics
127727,168.0,77.0,Gymnastics
127728,168.0,77.0,Gymnastics
127787,176.0,70.0,Gymnastics
127788,176.0,70.0,Gymnastics
127789,176.0,70.0,Gymnastics
127790,176.0,70.0,Gymnastics
127791,176.0,70.0,Gymnastics
127792,176.0,70.0,Gymnastics
127793,176.0,70.0,Gymnastics
127794,176.0,70.0,Gymnastics
127795,176.0,70.0,Gymnastics
127796,176.0,70.0,Gymnastics
127797,176.0,70.0,Gymnastics
127798,176.0,70.0,Gymnastics
127799,176.0,70.0,Gymnastics
127800,176.0,70.0,Gymnastics
127801,176.0,70.0,Gymnastics
127802,176.0,70.0,Gymnastics
127804,157.0,48.0,Gymnastics
127805,157.0,48.0,Gymnastics
127806,157.0,48.0,Gymnastics
127807,157.0,48.0,Gymnastics
127808,157.0,48.0,Gymnastics
127809,157.0,48.0,Gymnastics
127844,169.0,58.0,Gymnastics
127845,169.0,58.0,Gymnastics
127846,169.0,58.0,Gymnastics
127847,169.0,58.0,Gymnastics
127848,169.0,58.0,Gymnastics
127849,169.0,58.0,Gymnastics
127850,169.0,58.0,Gymnastics
127851,169.0,58.0,Gymnastics
127859,150.0,39.0,Gymnastics
127860,150.0,39.0,Gymnastics
127861,150.0,39.0,Gymnastics
127862,150.0,39.0,Gymnastics
127867,164.0,59.0,Gymnastics
127868,164.0,59.0,Gymnastics
127869,164.0,59.0,Gymnastics
127870,164.0,59.0,Gymnastics
127871,164.0,59.0,Gymnastics
127872,164.0,59.0,Gymnastics
127873,164.0,59.0,Gymnastics
127874,164.0,59.0,Gymnastics
127875,164.0,59.0,Gymnastics
127876,164.0,59.0,Gymnastics
127877,164.0,59.0,Gymnastics
127878,164.0,59.0,Gymnastics
127879,164.0,59.0,Gymnastics
127880,164.0,59.0,Gymnastics
127881,164.0,59.0,Gymnastics
127882,164.0,59.0,Gymnastics
127883,164.0,59.0,Gymnastics
127884,164.0,59.0,Gymnastics
127885,164.0,59.0,Gymnastics
128024,170.0,64.0,Gymnastics
128025,170.0,64.0,Gymnastics
128026,170.0,64.0,Gymnastics
128027,170.0,64.0,Gymnastics
128028,170.0,64.0,Gymnastics
128029,170.0,64.0,Gymnastics
128030,170.0,64.0,Gymnastics
128031,170.0,64.0,Gymnastics
128032,170.0,64.0,Gymnastics
128033,170.0,64.0,Gymnastics
128034,170.0,64.0,Gymnastics
128035,170.0,64.0,Gymnastics
128036,170.0,64.0,Gymnastics
128037,170.0,64.0,Gymnastics
128038,170.0,64.0,Gymnastics
128039,170.0,64.0,Gymnastics
128040,170.0,64.0,Gymnastics
128041,170.0,64.0,Gymnastics
128042,170.0,64.0,Gymnastics
128043,170.0,64.0,Gymnastics
128044,170.0,64.0,Gymnastics
128045,170.0,64.0,Gymnastics
128046,170.0,64.0,Gymnastics
128047,170.0,64.0,Gymnastics
128048,169.0,60.0,Gymnastics
128049,169.0,60.0,Gymnastics
128050,169.0,60.0,Gymnastics
128051,169.0,60.0,Gymnastics
128052,169.0,60.0,Gymnastics
128053,169.0,60.0,Gymnastics
128054,169.0,60.0,Gymnastics
128055,169.0,60.0,Gymnastics
128056,169.0,60.0,Gymnastics
128057,169.0,60.0,Gymnastics
128058,169.0,60.0,Gymnastics
128059,169.0,60.0,Gymnastics
128060,169.0,60.0,Gymnastics
128061,169.0,60.0,Gymnastics
128062,169.0,60.0,Gymnastics
128063,169.0,60.0,Gymnastics
128064,168.0,60.0,Gymnastics
128065,168.0,60.0,Gymnastics
128066,168.0,60.0,Gymnastics
128067,168.0,60.0,Gymnastics
128068,168.0,60.0,Gymnastics
128069,168.0,60.0,Gymnastics
128070,168.0,60.0,Gymnastics
128071,168.0,60.0,Gymnastics
128072,168.0,60.0,Gymnastics
128073,168.0,60.0,Gymnastics
128074,168.0,60.0,Gymnastics
128075,168.0,60.0,Gymnastics
128076,168.0,60.0,Gymnastics
128077,168.0,60.0,Gymnastics
128078,168.0,60.0,Gymnastics
128079,168.0,60.0,Gymnastics
128080,168.0,60.0,Gymnastics
128081,168.0,60.0,Gymnastics
128082,168.0,60.0,Gymnastics
128083,168.0,60.0,Gymnastics
128084,168.0,60.0,Gymnastics
128085,168.0,60.0,Gymnastics
128086,168.0,60.0,Gymnastics
128087,168.0,60.0,Gymnastics
128092,169.0,66.0,Gymnastics
128093,169.0,66.0,Gymnastics
128094,169.0,66.0,Gymnastics
128095,169.0,66.0,Gymnastics
128096,169.0,66.0,Gymnastics
128097,169.0,66.0,Gymnastics
128098,169.0,66.0,Gymnastics
128099,169.0,66.0,Gymnastics
128100,169.0,66.0,Gymnastics
128101,169.0,66.0,Gymnastics
128102,169.0,66.0,Gymnastics
128103,169.0,66.0,Gymnastics
128104,169.0,66.0,Gymnastics
128105,169.0,66.0,Gymnastics
128106,169.0,66.0,Gymnastics
128107,169.0,66.0,Gymnastics
128110,164.0,55.0,Gymnastics
128111,164.0,55.0,Gymnastics
128112,164.0,55.0,Gymnastics
128113,164.0,55.0,Gymnastics
128114,164.0,55.0,Gymnastics
128115,164.0,55.0,Gymnastics
128116,164.0,55.0,Gymnastics
128117,164.0,55.0,Gymnastics
128118,164.0,55.0,Gymnastics
128119,164.0,55.0,Gymnastics
128120,164.0,55.0,Gymnastics
128121,164.0,55.0,Gymnastics
128232,175.0,62.0,Gymnastics
128233,175.0,62.0,Gymnastics
128234,175.0,62.0,Gymnastics
128235,175.0,62.0,Gymnastics
128236,175.0,62.0,Gymnastics
128237,175.0,62.0,Gymnastics
128238,175.0,62.0,Gymnastics
128239,175.0,62.0,Gymnastics
128245,170.0,68.0,Gymnastics
128246,170.0,68.0,Gymnastics
128247,170.0,68.0,Gymnastics
128248,170.0,68.0,Gymnastics
128249,170.0,68.0,Gymnastics
128250,170.0,68.0,Gymnastics
128251,170.0,68.0,Gymnastics
128252,170.0,68.0,Gymnastics
128253,170.0,68.0,Gymnastics
128254,170.0,68.0,Gymnastics
128255,170.0,68.0,Gymnastics
128256,170.0,68.0,Gymnastics
128257,170.0,68.0,Gymnastics
128258,170.0,68.0,Gymnastics
128259,170.0,68.0,Gymnastics
128260,170.0,68.0,Gymnastics
128290,158.0,48.0,Gymnastics
128291,158.0,48.0,Gymnastics
128292,158.0,48.0,Gymnastics
128293,158.0,48.0,Gymnastics
128294,158.0,48.0,Gymnastics
128295,158.0,48.0,Gymnastics
128317,160.0,59.0,Gymnastics
128318,160.0,59.0,Gymnastics
128319,160.0,59.0,Gymnastics
128320,160.0,59.0,Gymnastics
128321,160.0,59.0,Gymnastics
128322,160.0,59.0,Gymnastics
128323,160.0,59.0,Gymnastics
128324,160.0,59.0,Gymnastics
128494,146.0,43.0,Gymnastics
128495,146.0,43.0,Gymnastics
128496,146.0,43.0,Gymnastics
128497,146.0,43.0,Gymnastics
128498,146.0,43.0,Gymnastics
128577,152.0,44.0,Gymnastics
128578,152.0,44.0,Gymnastics
128579,152.0,44.0,Gymnastics
128580,152.0,44.0,Gymnastics
128581,152.0,44.0,Gymnastics
128582,152.0,44.0,Gymnastics
128583,152.0,44.0,Gymnastics
128584,152.0,44.0,Gymnastics
128585,152.0,44.0,Gymnastics
128586,152.0,44.0,Gymnastics
128621,161.0,61.0,Gymnastics
128622,161.0,61.0,Gymnastics
128623,161.0,61.0,Gymnastics
128624,161.0,61.0,Gymnastics
128625,161.0,61.0,Gymnastics
128692,172.0,65.0,Gymnastics
128693,172.0,65.0,Gymnastics
128694,172.0,65.0,Gymnastics
128695,172.0,65.0,Gymnastics
128696,172.0,65.0,Gymnastics
128697,172.0,65.0,Gymnastics
128698,172.0,65.0,Gymnastics
128699,172.0,65.0,Gymnastics
128700,172.0,65.0,Gymnastics
128701,172.0,65.0,Gymnastics
128702,172.0,65.0,Gymnastics
128703,172.0,65.0,Gymnastics
128704,172.0,65.0,Gymnastics
128705,172.0,65.0,Gymnastics
128787,170.0,67.0,Gymnastics
128788,170.0,67.0,Gymnastics
128789,170.0,67.0,Gymnastics
128790,170.0,67.0,Gymnastics
128791,170.0,67.0,Gymnastics
128792,170.0,67.0,Gymnastics
129034,162.0,55.0,Gymnastics
129035,162.0,55.0,Gymnastics
129036,162.0,55.0,Gymnastics
129037,162.0,55.0,Gymnastics
129038,162.0,55.0,Gymnastics
129039,162.0,55.0,Gymnastics
129240,154.0,52.0,Gymnastics
129241,154.0,52.0,Gymnastics
129242,154.0,52.0,Gymnastics
129243,154.0,52.0,Gymnastics
129244,154.0,52.0,Gymnastics
129245,154.0,52.0,Gymnastics
129317,166.0,52.0,Gymnastics
129318,166.0,52.0,Gymnastics
129319,166.0,52.0,Gymnastics
129320,166.0,52.0,Gymnastics
129321,166.0,52.0,Gymnastics
129322,166.0,52.0,Gymnastics
129369,162.0,60.0,Gymnastics
129370,162.0,60.0,Gymnastics
129371,162.0,60.0,Gymnastics
129372,162.0,60.0,Gymnastics
129373,162.0,60.0,Gymnastics
129374,162.0,60.0,Gymnastics
129375,162.0,60.0,Gymnastics
129376,162.0,60.0,Gymnastics
129436,145.0,37.0,Gymnastics
129437,145.0,37.0,Gymnastics
129438,145.0,37.0,Gymnastics
129439,145.0,37.0,Gymnastics
129758,171.0,65.0,Gymnastics
129759,171.0,65.0,Gymnastics
129760,171.0,65.0,Gymnastics
129761,171.0,65.0,Gymnastics
129762,171.0,65.0,Gymnastics
129763,171.0,65.0,Gymnastics
129764,171.0,65.0,Gymnastics
129939,143.0,36.0,Gymnastics
129940,143.0,36.0,Gymnastics
129941,143.0,36.0,Gymnastics
129942,143.0,36.0,Gymnastics
129943,143.0,36.0,Gymnastics
129944,143.0,36.0,Gymnastics
129945,143.0,36.0,Gymnastics
129946,143.0,36.0,Gymnastics
129990,162.0,50.0,Gymnastics
129991,162.0,50.0,Gymnastics
129992,162.0,50.0,Gymnastics
129993,162.0,50.0,Gymnastics
129994,162.0,50.0,Gymnastics
129995,162.0,50.0,Gymnastics
129996,162.0,50.0,Gymnastics
129997,162.0,50.0,Gymnastics
129998,162.0,50.0,Gymnastics
129999,162.0,50.0,Gymnastics
130000,162.0,50.0,Gymnastics
130001,162.0,50.0,Gymnastics
130006,146.0,36.0,Gymnastics
130007,146.0,36.0,Gymnastics
130008,146.0,36.0,Gymnastics
130009,146.0,36.0,Gymnastics
130010,146.0,36.0,Gymnastics
130011,146.0,36.0,Gymnastics
130012,146.0,36.0,Gymnastics
130013,146.0,36.0,Gymnastics
130014,146.0,36.0,Gymnastics
130122,171.0,65.0,Gymnastics
130123,171.0,65.0,Gymnastics
130124,171.0,65.0,Gymnastics
130125,171.0,65.0,Gymnastics
130126,171.0,65.0,Gymnastics
130127,171.0,65.0,Gymnastics
130128,171.0,65.0,Gymnastics
130129,171.0,65.0,Gymnastics
130288,158.0,49.0,Gymnastics
130289,158.0,49.0,Gymnastics
130290,158.0,49.0,Gymnastics
130291,158.0,49.0,Gymnastics
130386,135.0,34.0,Gymnastics
130387,135.0,34.0,Gymnastics
130388,135.0,34.0,Gymnastics
130389,135.0,34.0,Gymnastics
130390,135.0,34.0,Gymnastics
130391,135.0,34.0,Gymnastics
130445,148.0,38.0,Gymnastics
130446,148.0,38.0,Gymnastics
130447,148.0,38.0,Gymnastics
130448,148.0,38.0,Gymnastics
130449,148.0,38.0,Gymnastics
130484,163.0,59.0,Gymnastics
130485,163.0,59.0,Gymnastics
130486,163.0,59.0,Gymnastics
130487,163.0,59.0,Gymnastics
130488,163.0,59.0,Gymnastics
130660,160.0,45.0,Gymnastics
130661,160.0,45.0,Gymnastics
130662,160.0,45.0,Gymnastics
130663,160.0,45.0,Gymnastics
130664,160.0,45.0,Gymnastics
130665,160.0,45.0,Gymnastics
130880,158.0,54.0,Gymnastics
130881,158.0,54.0,Gymnastics
130882,158.0,54.0,Gymnastics
130883,158.0,54.0,Gymnastics
130884,158.0,54.0,Gymnastics
130885,158.0,54.0,Gymnastics
130886,158.0,54.0,Gymnastics
130887,158.0,54.0,Gymnastics
130888,158.0,54.0,Gymnastics
130889,158.0,54.0,Gymnastics
130890,158.0,54.0,Gymnastics
130891,158.0,54.0,Gymnastics
130892,158.0,54.0,Gymnastics
131044,167.0,58.0,Gymnastics
131045,167.0,58.0,Gymnastics
131046,167.0,58.0,Gymnastics
131047,167.0,58.0,Gymnastics
131048,167.0,58.0,Gymnastics
131049,167.0,58.0,Gymnastics
131050,167.0,58.0,Gymnastics
131051,167.0,58.0,Gymnastics
131052,167.0,58.0,Gymnastics
131053,167.0,58.0,Gymnastics
131054,167.0,58.0,Gymnastics
131055,167.0,58.0,Gymnastics
131056,167.0,58.0,Gymnastics
131057,167.0,58.0,Gymnastics
131058,167.0,58.0,Gymnastics
131091,175.0,69.5,Gymnastics
131092,175.0,69.5,Gymnastics
131093,175.0,69.5,Gymnastics
131094,175.0,69.5,Gymnastics
131095,175.0,69.5,Gymnastics
131096,175.0,69.5,Gymnastics
131097,175.0,69.5,Gymnastics
131098,175.0,69.5,Gymnastics
131099,175.0,69.5,Gymnastics
131100,175.0,69.5,Gymnastics
131101,175.0,69.5,Gymnastics
131102,175.0,69.5,Gymnastics
131103,175.0,69.5,Gymnastics
131104,175.0,69.5,Gymnastics
131105,175.0,69.5,Gymnastics
131106,175.0,69.5,Gymnastics
131220,172.0,70.0,Gymnastics
131221,172.0,70.0,Gymnastics
131222,172.0,70.0,Gymnastics
131223,172.0,70.0,Gymnastics
131224,172.0,70.0,Gymnastics
131225,172.0,70.0,Gymnastics
131226,172.0,70.0,Gymnastics
131227,172.0,70.0,Gymnastics
131408,162.0,55.0,Gymnastics
131409,162.0,55.0,Gymnastics
131410,162.0,55.0,Gymnastics
131411,162.0,55.0,Gymnastics
131412,162.0,55.0,Gymnastics
131413,162.0,55.0,Gymnastics
131535,163.0,59.0,Gymnastics
131536,163.0,59.0,Gymnastics
131537,163.0,59.0,Gymnastics
131538,163.0,59.0,Gymnastics
131539,163.0,59.0,Gymnastics
131540,163.0,59.0,Gymnastics
131541,163.0,59.0,Gymnastics
131654,173.0,63.0,Gymnastics
131655,173.0,63.0,Gymnastics
131656,173.0,63.0,Gymnastics
131657,173.0,63.0,Gymnastics
131658,173.0,63.0,Gymnastics
131659,173.0,63.0,Gymnastics
